"list_name","name","label::English","label::Portuguese","label::Swahili","country","region","district","ward","village","hamlet","code"
"ward","Mahege","Mahege","Mahege","Mahege","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Maparoni","Maparoni","Maparoni","Maparoni","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Mbuchi","Mbuchi","Mbuchi","Mbuchi","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Mchukwi","Mchukwi","Mchukwi","Mchukwi","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Mjawa","Mjawa","Mjawa","Mjawa","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Mlanzi","Mlanzi","Mlanzi","Mlanzi","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Msala","Msala","Msala","Msala","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Mtawanya","Mtawanya","Mtawanya","Mtawanya","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Mtunda","Mtunda","Mtunda","Mtunda","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Mwambao","Mwambao","Mwambao","Mwambao","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Ruaruke","Ruaruke","Ruaruke","Ruaruke","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Salale","Salale","Salale","Salale","Tanzania","Pwani","Kibiti DC","NA","NA","NA","NA"
"ward","Chemchem","Chemchem","Chemchem","Chemchem","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Chumbi","Chumbi","Chumbi","Chumbi","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Ikwiriri","Ikwiriri","Ikwiriri","Ikwiriri","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Kipugira","Kipugira","Kipugira","Kipugira","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Mbwara","Mbwara","Mbwara","Mbwara","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Mgomba","Mgomba","Mgomba","Mgomba","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Mkongo","Mkongo","Mkongo","Mkongo","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Mohoro","Mohoro","Mohoro","Mohoro","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Mwaseni","Mwaseni","Mwaseni","Mwaseni","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Ngarambe","Ngarambe","Ngarambe","Ngarambe","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Ngorongo","Ngorongo","Ngorongo","Ngorongo","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Umwe","Umwe","Umwe","Umwe","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"ward","Utete","Utete","Utete","Utete","Tanzania","Pwani","Rufiji DC","NA","NA","NA","NA"
"village","Mongana","Mongana","Mongana","Mongana","Mozambique","Zambezia","Mopeia","Campo | Campo sede","NA","NA","NA"
"village","Mugurrumba","Mugurrumba","Mugurrumba","Mugurrumba","Mozambique","Zambezia","Mopeia","Campo | Campo sede","NA","NA","NA"
"village","Sacuane","Sacuane","Sacuane","Sacuane","Mozambique","Zambezia","Mopeia","Campo | Campo sede","NA","NA","NA"
"village","Samurrenge","Samurrenge","Samurrenge","Samurrenge","Mozambique","Zambezia","Mopeia","Campo | Campo sede","NA","NA","NA"
"village","zuze","zuze","zuze","zuze","Mozambique","Zambezia","Mopeia","Campo | Campo sede","NA","NA","NA"
"village","Zuze","Zuze","Zuze","Zuze","Mozambique","Zambezia","Mopeia","Campo | Campo sede","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Campo | Campo sede","NA","NA","NA"
"village","Catale","Catale","Catale","Catale","Mozambique","Zambezia","Mopeia","Campo | Catale","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Campo | Catale","NA","NA","NA"
"village","Cadongo","Cadongo","Cadongo","Cadongo","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Caline","Caline","Caline","Caline","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Chiurine","Chiurine","Chiurine","Chiurine","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Lima","Lima","Lima","Lima","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Lua lua","Lua lua","Lua lua","Lua lua","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Luala","Luala","Luala","Luala","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Mpiaeca","Mpiaeca","Mpiaeca","Mpiaeca","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Rimba","Rimba","Rimba","Rimba","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Simogo","Simogo","Simogo","Simogo","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Sitone","Sitone","Sitone","Sitone","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Campo | Luala","NA","NA","NA"
"village","Avalinho","Avalinho","Avalinho","Avalinho","Mozambique","Zambezia","Mopeia","Campo | Mungane","NA","NA","NA"
"village","Biringuinho","Biringuinho","Biringuinho","Biringuinho","Mozambique","Zambezia","Mopeia","Campo | Mungane","NA","NA","NA"
"village","Chirama","Chirama","Chirama","Chirama","Mozambique","Zambezia","Mopeia","Campo | Mungane","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Campo | Mungane","NA","NA","NA"
"village","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Mozambique","Zambezia","Mopeia","Mopeia sede | Cuacua","NA","NA","NA"
"village","Chamanga","Chamanga","Chamanga","Chamanga","Mozambique","Zambezia","Mopeia","Mopeia sede | Cuacua","NA","NA","NA"
"village","Dombe","Dombe","Dombe","Dombe","Mozambique","Zambezia","Mopeia","Mopeia sede | Cuacua","NA","NA","NA"
"village","Marruma","Marruma","Marruma","Marruma","Mozambique","Zambezia","Mopeia","Mopeia sede | Cuacua","NA","NA","NA"
"village","Mocha","Mocha","Mocha","Mocha","Mozambique","Zambezia","Mopeia","Mopeia sede | Cuacua","NA","NA","NA"
"village","Sangalaza","Sangalaza","Sangalaza","Sangalaza","Mozambique","Zambezia","Mopeia","Mopeia sede | Cuacua","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Mopeia sede | Cuacua","NA","NA","NA"
"village","Cocorico","Cocorico","Cocorico","Cocorico","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Mefula","Mefula","Mefula","Mefula","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Nhacatundo","Nhacatundo","Nhacatundo","Nhacatundo","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Nhamirere","Nhamirere","Nhamirere","Nhamirere","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Nhanga","Nhanga","Nhanga","Nhanga","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Nzanza","Nzanza","Nzanza","Nzanza","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Veloso","Veloso","Veloso","Veloso","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Mopeia sede | Nzanza","NA","NA","NA"
"village","Majambe","Majambe","Majambe","Majambe","Mozambique","Zambezia","Mopeia","Mopeia sede | Rovuma/Conho","NA","NA","NA"
"village","Ndingo","Ndingo","Ndingo","Ndingo","Mozambique","Zambezia","Mopeia","Mopeia sede | Rovuma/Conho","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Mopeia sede | Rovuma/Conho","NA","NA","NA"
"village","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Mozambique","Zambezia","Mopeia","Mopeia sede | Sambalendo","NA","NA","NA"
"village","Chimuara","Chimuara","Chimuara","Chimuara","Mozambique","Zambezia","Mopeia","Mopeia sede | Sambalendo","NA","NA","NA"
"village","Noere","Noere","Noere","Noere","Mozambique","Zambezia","Mopeia","Mopeia sede | Sambalendo","NA","NA","NA"
"village","Nzero","Nzero","Nzero","Nzero","Mozambique","Zambezia","Mopeia","Mopeia sede | Sambalendo","NA","NA","NA"
"village","Sambalendo","Sambalendo","Sambalendo","Sambalendo","Mozambique","Zambezia","Mopeia","Mopeia sede | Sambalendo","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Mopeia sede | Sambalendo","NA","NA","NA"
"village","Bungu A","Bungu A","Bungu A","Bungu A","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Bungu B","Bungu B","Bungu B","Bungu B","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Mangombela","Mangombela","Mangombela","Mangombela","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Msafiri","Msafiri","Msafiri","Msafiri","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Nyambili","Nyambili","Nyambili","Nyambili","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Nyambunda","Nyambunda","Nyambunda","Nyambunda","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Pagae","Pagae","Pagae","Pagae","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","NA","NA","NA"
"village","Bondeni","Bondeni","Bondeni","Bondeni","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Dimani","Dimani","Dimani","Dimani","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Dimani A","Dimani A","Dimani A","Dimani A","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Dimani B","Dimani B","Dimani B","Dimani B","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Kilimbili","Kilimbili","Kilimbili","Kilimbili","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Kimbuga","Kimbuga","Kimbuga","Kimbuga","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Ng'ambo","Ng'ambo","Ng'ambo","Ng'ambo","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Ngulakula","Ngulakula","Ngulakula","Ngulakula","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Nyambangala","Nyambangala","Nyambangala","Nyambangala","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Penda Kimbuga","Penda Kimbuga","Penda Kimbuga","Penda Kimbuga","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Penda Miwaga","Penda Miwaga","Penda Miwaga","Penda Miwaga","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Dimani","NA","NA","NA"
"village","Kibiti Kati","Kibiti Kati","Kibiti Kati","Kibiti Kati","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Kibiti Kusini","Kibiti Kusini","Kibiti Kusini","Kibiti Kusini","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Kingwira","Kingwira","Kingwira","Kingwira","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Kitembo","Kitembo","Kitembo","Kitembo","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Lumyonzi","Lumyonzi","Lumyonzi","Lumyonzi","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Makaoni","Makaoni","Makaoni","Makaoni","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Mbebetini","Mbebetini","Mbebetini","Mbebetini","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Mkubuge","Mkubuge","Mkubuge","Mkubuge","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Mkundi","Mkundi","Mkundi","Mkundi","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Nyamakingili","Nyamakingili","Nyamakingili","Nyamakingili","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Nyangwego","Nyangwego","Nyangwego","Nyangwego","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Nyatanga","Nyatanga","Nyatanga","Nyatanga","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Sokoni","Sokoni","Sokoni","Sokoni","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Zimbwini","Zimbwini","Zimbwini","Zimbwini","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kibiti","NA","NA","NA"
"village","Jaja","Jaja","Jaja","Jaja","Tanzania","Pwani","Kibiti DC","Kiongoroni","NA","NA","NA"
"village","Kiongoroni","Kiongoroni","Kiongoroni","Kiongoroni","Tanzania","Pwani","Kibiti DC","Kiongoroni","NA","NA","NA"
"village","Pombwe","Pombwe","Pombwe","Pombwe","Tanzania","Pwani","Kibiti DC","Kiongoroni","NA","NA","NA"
"village","Ruma","Ruma","Ruma","Ruma","Tanzania","Pwani","Kibiti DC","Kiongoroni","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Kiongoroni","NA","NA","NA"
"village","Hanga","Hanga","Hanga","Hanga","Tanzania","Pwani","Kibiti DC","Mahege","NA","NA","NA"
"village","Mahege","Mahege","Mahege","Mahege","Tanzania","Pwani","Kibiti DC","Mahege","NA","NA","NA"
"village","Nyakinyo","Nyakinyo","Nyakinyo","Nyakinyo","Tanzania","Pwani","Kibiti DC","Mahege","NA","NA","NA"
"village","Nyanjati","Nyanjati","Nyanjati","Nyanjati","Tanzania","Pwani","Kibiti DC","Mahege","NA","NA","NA"
"village","Tomoni","Tomoni","Tomoni","Tomoni","Tanzania","Pwani","Kibiti DC","Mahege","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mahege","NA","NA","NA"
"village","Kiechuru","Kiechuru","Kiechuru","Kiechuru","Tanzania","Pwani","Kibiti DC","Maparoni","NA","NA","NA"
"village","Maparoni","Maparoni","Maparoni","Maparoni","Tanzania","Pwani","Kibiti DC","Maparoni","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Maparoni","NA","NA","NA"
"village","Mbuchi","Mbuchi","Mbuchi","Mbuchi","Tanzania","Pwani","Kibiti DC","Mbuchi","NA","NA","NA"
"village","Mbwera Magharibi","Mbwera Magharibi","Mbwera Magharibi","Mbwera Magharibi","Tanzania","Pwani","Kibiti DC","Mbuchi","NA","NA","NA"
"village","Mbwera Mashariki","Mbwera Mashariki","Mbwera Mashariki","Mbwera Mashariki","Tanzania","Pwani","Kibiti DC","Mbuchi","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mbuchi","NA","NA","NA"
"village","Mangwi","Mangwi","Mangwi","Mangwi","Tanzania","Pwani","Kibiti DC","Mchukwi","NA","NA","NA"
"village","Mchukwi A","Mchukwi A","Mchukwi A","Mchukwi A","Tanzania","Pwani","Kibiti DC","Mchukwi","NA","NA","NA"
"village","Mchukwi B","Mchukwi B","Mchukwi B","Mchukwi B","Tanzania","Pwani","Kibiti DC","Mchukwi","NA","NA","NA"
"village","Mkupuka","Mkupuka","Mkupuka","Mkupuka","Tanzania","Pwani","Kibiti DC","Mchukwi","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mchukwi","NA","NA","NA"
"village","Jaribu Magharibi","Jaribu Magharibi","Jaribu Magharibi","Jaribu Magharibi","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Jaribu Mpakani","Jaribu Mpakani","Jaribu Mpakani","Jaribu Mpakani","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Mjawa","Mjawa","Mjawa","Mjawa","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Motomoto","Motomoto","Motomoto","Motomoto","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Ngalengwa","Ngalengwa","Ngalengwa","Ngalengwa","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Uchembe","Uchembe","Uchembe","Uchembe","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Uponda","Uponda","Uponda","Uponda","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mjawa","NA","NA","NA"
"village","Machipi","Machipi","Machipi","Machipi","Tanzania","Pwani","Kibiti DC","Mlanzi","NA","NA","NA"
"village","Mlanzi","Mlanzi","Mlanzi","Mlanzi","Tanzania","Pwani","Kibiti DC","Mlanzi","NA","NA","NA"
"village","Ngondae","Ngondae","Ngondae","Ngondae","Tanzania","Pwani","Kibiti DC","Mlanzi","NA","NA","NA"
"village","Nyamwimbe","Nyamwimbe","Nyamwimbe","Nyamwimbe","Tanzania","Pwani","Kibiti DC","Mlanzi","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mlanzi","NA","NA","NA"
"village","Kiasi","Kiasi","Kiasi","Kiasi","Tanzania","Pwani","Kibiti DC","Msala","NA","NA","NA"
"village","Msala","Msala","Msala","Msala","Tanzania","Pwani","Kibiti DC","Msala","NA","NA","NA"
"village","Twasalie","Twasalie","Twasalie","Twasalie","Tanzania","Pwani","Kibiti DC","Msala","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Msala","NA","NA","NA"
"village","Bumba","Bumba","Bumba","Bumba","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Kinyanya Kati","Kinyanya Kati","Kinyanya Kati","Kinyanya Kati","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Magogo Matatu","Magogo Matatu","Magogo Matatu","Magogo Matatu","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Mikendo","Mikendo","Mikendo","Mikendo","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Mkunama","Mkunama","Mkunama","Mkunama","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Msoro","Msoro","Msoro","Msoro","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Mulandecha","Mulandecha","Mulandecha","Mulandecha","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Roja","Roja","Roja","Roja","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Ugezi","Ugezi","Ugezi","Ugezi","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Umatumbi","Umatumbi","Umatumbi","Umatumbi","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Umikendo","Umikendo","Umikendo","Umikendo","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Unyamlani","Unyamlani","Unyamlani","Unyamlani","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Upazi","Upazi","Upazi","Upazi","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Uzomboko","Uzomboko","Uzomboko","Uzomboko","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mtawanya","NA","NA","NA"
"village","Kikale","Kikale","Kikale","Kikale","Tanzania","Pwani","Kibiti DC","Mtunda","NA","NA","NA"
"village","Mtunda A","Mtunda A","Mtunda A","Mtunda A","Tanzania","Pwani","Kibiti DC","Mtunda","NA","NA","NA"
"village","Mtunda B","Mtunda B","Mtunda B","Mtunda B","Tanzania","Pwani","Kibiti DC","Mtunda","NA","NA","NA"
"village","Muyuyu","Muyuyu","Muyuyu","Muyuyu","Tanzania","Pwani","Kibiti DC","Mtunda","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mtunda","NA","NA","NA"
"village","Kigunguli","Kigunguli","Kigunguli","Kigunguli","Tanzania","Pwani","Kibiti DC","Mwambao","NA","NA","NA"
"village","Kivinja A","Kivinja A","Kivinja A","Kivinja A","Tanzania","Pwani","Kibiti DC","Mwambao","NA","NA","NA"
"village","Kivinja B","Kivinja B","Kivinja B","Kivinja B","Tanzania","Pwani","Kibiti DC","Mwambao","NA","NA","NA"
"village","Mchungu","Mchungu","Mchungu","Mchungu","Tanzania","Pwani","Kibiti DC","Mwambao","NA","NA","NA"
"village","Mkenda","Mkenda","Mkenda","Mkenda","Tanzania","Pwani","Kibiti DC","Mwambao","NA","NA","NA"
"village","Msindaji","Msindaji","Msindaji","Msindaji","Tanzania","Pwani","Kibiti DC","Mwambao","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Mwambao","NA","NA","NA"
"village","Kilulatambwe","Kilulatambwe","Kilulatambwe","Kilulatambwe","Tanzania","Pwani","Kibiti DC","Ruaruke","NA","NA","NA"
"village","Nyamatanga","Nyamatanga","Nyamatanga","Nyamatanga","Tanzania","Pwani","Kibiti DC","Ruaruke","NA","NA","NA"
"village","Ruaruke A","Ruaruke A","Ruaruke A","Ruaruke A","Tanzania","Pwani","Kibiti DC","Ruaruke","NA","NA","NA"
"village","Ruaruke B","Ruaruke B","Ruaruke B","Ruaruke B","Tanzania","Pwani","Kibiti DC","Ruaruke","NA","NA","NA"
"village","Rungungu","Rungungu","Rungungu","Rungungu","Tanzania","Pwani","Kibiti DC","Ruaruke","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Ruaruke","NA","NA","NA"
"village","Kiomboni","Kiomboni","Kiomboni","Kiomboni","Tanzania","Pwani","Kibiti DC","Salale","NA","NA","NA"
"village","Mchinga","Mchinga","Mchinga","Mchinga","Tanzania","Pwani","Kibiti DC","Salale","NA","NA","NA"
"village","Mfisini","Mfisini","Mfisini","Mfisini","Tanzania","Pwani","Kibiti DC","Salale","NA","NA","NA"
"village","Nyamisati","Nyamisati","Nyamisati","Nyamisati","Tanzania","Pwani","Kibiti DC","Salale","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Salale","NA","NA","NA"
"village","Golani","Golani","Golani","Golani","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Kindwiti/Kidwitwi","Kindwiti/Kidwitwi","Kindwiti/Kidwitwi","Kindwiti/Kidwitwi","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Kipei","Kipei","Kipei","Kipei","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Nyandakatundu","Nyandakatundu","Nyandakatundu","Nyandakatundu","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Nyandumbi","Nyandumbi","Nyandumbi","Nyandumbi","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Nyangwai","Nyangwai","Nyangwai","Nyangwai","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Nyawanje/Ngwembele","Nyawanje/Ngwembele","Nyawanje/Ngwembele","Nyawanje/Ngwembele","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Rufiji DC","Chemchem","NA","NA","NA"
"village","Chumbi A","Chumbi A","Chumbi A","Chumbi A","Tanzania","Pwani","Rufiji DC","Chumbi","NA","NA","NA"
"village","Chumbi B","Chumbi B","Chumbi B","Chumbi B","Tanzania","Pwani","Rufiji DC","Chumbi","NA","NA","NA"
"village","Chumbi C","Chumbi C","Chumbi C","Chumbi C","Tanzania","Pwani","Rufiji DC","Chumbi","NA","NA","NA"
"village","Other","Other","Outro","Nyingine","Tanzania","Pwani","Rufiji DC","Chumbi","NA","NA","NA"
